rid,vid,owner,address,zip
T3744,3744,AL-MEDINA CHICAGO INC,3351 W. ADDISON ST.,60618
T4706,4706,EINOLHAYAT CORP,4626 W. CORNELIA AVE.,60641
T1486,1486,RAINSTORM II HACKING CORP.,2617 S. WABASH AVE.,60616
T3365,3365,"TANAKA TRANS CORP., II",4626 W. CORNELIA AVE.,60641
T2759,2759,FAZAL INC,4118 W. LAWRENCE AVE.,60630
T6531,6531,JANDI INC.,4020 W. GLENLAKE AVE.,60646
T4628,4628,MUKI INC,2601 W. PETERSON AVE.,60659
T2781,2781,JNR III INC.,9696 W. FOSTER AVE.,60656
T1553,1553,ILYASEEN CAB CO.,3351 W. ADDISON ST.,60618
T5098,5098,KHANGURA CAB CORP,4626 W. CORNELIA AVE.,60641
T2831,2831,MAZA CAB COMPANY,6550 N. CLARK ST.,60626
T270,270,"ZOLI, INC.",8747 W. BRYN MAWR AVE.,60631
T3881,3881,MICHIGAN AVE CAB LLC,4536 N. ELSTON AVE.,60630
T1453,1453,RABAT INC.,4626 W. CORNELIA AVE.,60641
T3775,3775,AMISCO TRANSPORATION INC,9696 W. FOSTER AVE.,60656
T2169,2169,KIMBERLY TAXI CO,6550 N. CLARK ST.,60626
T2377,2377,"LDU 10, CORP.",3443 W. SCHOOL ST.,60618
T2484,2484,"ABRON CAB COMPANY, INC.",9696 W. FOSTER AVE.,60656
T2905,2905,RENEGADE CAB CO THREE,4020 W. GLENLAKE AVE.,60646
T3662,3662,"GEO-LINE, INC.",3351 W. ADDISON ST.,60618
T5820,5820,KGN CAB LLC,9696 W. FOSTER AVE.,60656
T3005,3005,GRAND CAB COMPANY,4020 W. GLENLAKE AVE.,60646
T4455,4455,THM CAB CORP.,2601 W. PETERSON AVE.,60659
T3213,3213,AKAL TRANSPORT CORP,4020 W. GLENLAKE AVE.,60646
T2438,2438,RED ROSE CORP,5200 N. OTTO AVE.,60656
T6596,6596,GAUHER INC,9696 W. FOSTER AVE.,60656
T435,435,CHICAGO SEVEN INC,2617 S. WABASH AVE.,60616
T4479,4479,ADAMS TAXI LLC,4536 N. ELSTON AVE.,60630
T1384,1384,BARBIE IN CHICAGO CAB CORP,2617 S. WABASH AVE.,60616
T91,91,SARDINIA ENTERPRISES INC,4118 W. LAWRENCE AVE.,60630
T2836,2836,BUKWANG YANG,2800 W. PETERSON AVE.,60659
T3486,3486,MANZO & SONS INC.,3351 W. ADDISON ST.,60618
T3706,3706,ITHAKA CAB CORP,2945 W. PETERSON AVE.,60659
T2105,2105,"ILIRIDA TRANS, INC.",3401 N. PLAINFIELD AVE.,60634
T2780,2780,G.G. TRANSIT CORP.,9696 W. FOSTER AVE.,60656
T1936,1936,LILLY CAB CORP,2617 S. WABASH AVE.,60616
T3570,3570,BLACK PIKE INC,4118 W. LAWRENCE AVE.,60630
T5524,5524,DUKE'S 07 CORP.,3809 N. ELSTON AVE.,60618
T4403,4403,CHICAGO MEDALLION THREE LLC.,9696 W. FOSTER AVE.,60656
T296,296,N. R. T. CAB CO,3351 W. ADDISON ST.,60618
T5206,5206,ATHINA CAB CORP.,2945 W. PETERSON AVE.,60659
T1127,1127,SHAZZAD CAB INC,2235 W. MAYPOLE AVE.,60612
T703,703,SAPNA CORPORATION,4020 W. GLENLAKE AVE.,60646
T355,355,CHICAGO SEVEN INC,2617 S. WABASH AVE.,60616
T3631,3631,ANDROS CAB CORP,2645 W. PETERSON AVE.,60659
T6635,6635,PJ CAB CO,4020 W. GLENLAKE AVE.,60646
T6510,6510,FAVEN CORP.,5416 N. BROADWAY,60640
T1020,1020,SUFIYAN I INC,5519 N. CUMBERLAND AVE.,60656
T701,701,FULANI INC,9696 S. FOSTER AVE.,60656
T4452,4452,REX 10 INC,6500 N. WESTERN AVE.,60645
T4893,4893,SHEEBA CAB CO,9696 W. FOSTER AVE.,60656
T6909,6909,KALAVRITA CAB CORP,2945 W. PETERSON AVE.,60659
T3274,3274,SOPHIE TAXI LLC,4175 N. ELSTON AVE.,60618
T2280,2280,BUDGET CAB CORP,5200 N. OTTO AVE.,60656
T1369,1369,CHICAGO SEVEN INC,2617 S. WABASH AVE.,60616
T2490,2490,A B C CAB CO,4536 N. ELSTON AVE.,60630
T3859,3859,CATCH A CAB CORP.,3351 W. ADDISON ST.,60618
T3722,3722,"CHICAGO POLO IX, INC.",2617 S. WABASH AVE.,60616
T1996,1996,LIGHT BREEZE CAB CORP.,2617 S. WABASH AVE.,60616
T4741,4741,CHICAGO MEDALLION FOUR LLC.,9696 W. FOSTER AVE.,60656
T671,671,"TYLER CRAZY ABOUT CHICAGO, INC.",2617 S. WABASH AVE.,60616
T2376,2376,MISTY CAB CORP,3005 W. FARGO AVE.,60645
T658,658,ZEUS CAB CORP.,2945 W. PETERSON AVE.,60659
T5088,5088,ADAMS TAXI LLC,4536 N. ELSTON AVE.,60630
T5374,5374,HASHIM TAXI CORP,5416 N. BROADWAY,60640
T3055,3055,KAROON BANNAPRADIST,6129 N. AVERS AVE.,60659
T2893,2893,BEDFORD CAB TWO CORP,3351 W. ADDISON,60618
T6918,6918,BROWN EYES CAB CORP.,2617 S. WABASH AVE.,60616
T3675,3675,M. Y. TRANS INC,3351 W. ADDISON ST.,60618
T6637,6637,LEEFON CORP.,2617 S. WABASH AVE.,60616
T4422,4422,CATCH A CAB CORP.,3351 W. ADDISON ST.,60618
T3746,3746,BAFSH INC,4848 N. WINTHROP AVE.,60640
T1597,1597,TURNER CAB CO,4626 W. CORNELIA AVE.,60641
T6290,6290,"IRKLENAR, INC.",5509 N. MANGO AVE.,60630
T2007,2007,TANTA CAB CO,3351 W. ADDISON ST.,60618
T6543,6543,TRIPLE Z ENTERPRISES LLC,810 W. GRACE ST.,60613
T2776,2776,MALEY INC,920 W. LAKESIDE PL.,60640
T3322,3322,AKAL CAB COMPANY,4020 W. GLENLAKE AVE.,60646
T351,351,MCCAB XXIII CORP.,4626 W. CORNELIA AVE.,60641
T5903,5903,777 CAB COMPANY,3351 W. ADDISON ST.,60618
T6661,6661,SST CAB CO,4020 W. GLENLAKE AVE.,60646
T3085,3085,3085 TAXI CORP.,2601 W. PETERSON AVE.,60659
T653,653,OIA CAB CORP.,4536 N. ELSTON AVE.,60630
T1507,1507,TRIPLE FAVOURS INC,3550 S. RHODES AVE.,60653
T892,892,TRIANGLE TRANS INC,2601 W. PETERSON AVE.,60659
T3081,3081,IDEAL CAB COMPANY,4020 W. GLENLAKE AVE.,60646
T3097,3097,TAXI CAB INC,3351 W. ADDISON ST.,60618
T5660,5660,SARAH ENTERPRISES,3351 W. ADDISON ST.,60618
T522,522,ALVANO TAXI CO.,2945 W. PETERSON AVE.,60659
T6283,6283,"DELOTS, INC",2532 W. WARREN BLVD.,60612
T2808,2808,SAFE TAXI COMPANY,3351 W. ADDISON ST.,60618
T6295,6295,MUSSA CAB CORP.,2601 W. PETERSON AVE.,60659
T3787,3787,UNIVERSAL TAXI COMPANY,3351 W. ADDISON ST.,60618
T6408,6408,BASRA TRANS INC,2601 W. PETERSON AVE.,60659
T3729,3729,HATEF CAB CO.,9696 W. FOSTER AVE.,60656
T3717,3717,IL 3 CORP.,3801 N. ELSTON AVE.,60618
T5255,5255,SIDISIE INC,5416 N. BROADWAY,60640
T128,128,WALTUN BROTHERS INC.,3351 W. ADDISON,60618
T2121,2121,BIG BOY CAB CO,3351 W. ADDISON ST.,60618
T2176,2176,ZEUS CAB CORP.,2945 W. PETERSON AVE.,60659
T6598,6598,CHITOWN CAB INC # II,4020 W. GLENLAKE AVE.,60646
T2934,2934,PAULA H CORP.,2617 S. WABASH AVE.,60616
T3503,3503,HANIFA A. GODER,9696 W. FOSTER AVE.,60656
T5843,5843,KHYBER EXPRESS INC,4626 W. CORNELIA AVE.,60641
T4165,4165,SABREENA TAXI CO,3351 W. ADDISON ST.,60618
T1161,1161,AFAN INC.,3351 W. ADDISON ST.,60618
T5341,5341,TAXI MEDALLION GROUP LLC SERIES II,3351 W. ADDISON ST.,60618
T4184,4184,KHAN CAB CO,4118 W. LAWRENCE AVE.,60630
T579,579,MPA CAB CO,4626 W. CORNELIA AVE.,60641
T5116,5116,JULIA QUEZADA,5438 N. NAGLE AVE.,60630
T4027,4027,GONDAR EXPRESS CORP,5416 N. BROADWAY,60640
T5038,5038,NEW AMSTERDAM LEASING CORP.,3351 W. ADDISON ST.,60618
T6474,6474,SNOWBLIND CAB CORP,2617 S. WABASH AVE.,60616
T3303,3303,RODAS CAB CO,850 W. EASTWOOD AVE.,60640
T993,993,CHITOWN CAB INC #1,4020 W. GLENLAKE AVE.,60646
T6590,6590,NORTH SHORE CAB INC.,5765 N. LINCOLN AVE.,60659
T354,354,NAXOS CAB CORP,2945 W. PETERSON AVE.,60659
T1135,1135,HY LITE CAB CO,4175 N. ELSTON AVE.,60618
T1166,1166,CRAZY JEFFREY CAB CORP,2617 S. WABASH AVE.,60616
T2311,2311,SHOKABAGO CAB CO,9696 W. FOSTER AVE.,60656
T5177,5177,N D Z 2 CORP.,9696 W. FOSTER AVE.,60656
T5934,5934,"CHICAGO MEDALLION NINE, LLC",9696 W. FOSTER AVE.,60656
T980,980,SHAH TAXI INC,9696 W. FOSTER AVE.,60656
T1899,1899,AQUA ZONE CAB CO.,2617 S. WABASH AVE.,60616
T2614,2614,ZULA EXPRESS INC.,4626 W. CORNELIA AVE.,60641
T2402,2402,ARUBA & HUMAYUN INC.,3351 W. ADDISON ST.,60618
T4950,4950,BASUKA INC,2800 W. PETERSON AVE.,60659
T2122,2122,ALHAJ BROTHERS INC,4118 W. LAWRENCE AVE.,60630
T4495,4495,MORAN TAXI INC,3351 W. ADDISON ST.,60618
T4610,4610,JNR III INC.,9696 W. FOSTER AVE.,60656
T6030,6030,SUKHI ENTERPRISES INC.,3351 W. ADDISON ST.,60618
T3548,3548,3548 TAXI CORP,4118 W. LAWRENCE AVE.,60630
T2302,2302,AUJLA CAB CO,4626 W. CORNELIA AVE.,60641
T2869,2869,M.R.M. CORP,4020 W. GLENLAKE AVE.,60646
T6100,6100,"JOY CO., INC. I I",1829 W. 21ST ST.,60608
T3329,3329,SAVANAH TAXI INC,2601 W. PETERSON AVE.,60659
T6046,6046,AARON CAB INC,3005 W. FARGO AVE.,60645
T1640,1640,AMPLE SUN CAB CORP.,2617 S. WABASH AVE.,60616
T5881,5881,POPO INC,2601 W. PETERSON AVE.,60659
T5154,5154,TAXI MEDALLION GROUP LLC SERIES 28,3351 W. ADDISON ST.,60618
T31,31,LBJ CAB CORP.,2617 S. WABASH AVE.,60616
T6327,6327,CHICAGO AUCTION CAB CO.,2617 S. WABASH AVE.,60616
T5561,5561,LUNAR INC,2601 W. PETERSON AVE.,60659
T507,507,JACKSON STREET TAXI LLC,4536 N. ELSTON AVE.,60630
T1420,1420,SAMOS CAB CORP,2945 W. PETERSON AVE.,60659
T38,38,CAPITAL CROWN CAB LLC,2532 W. WARREN BLVD.,60612
T6941,6941,A & S TAXI INC,9696 W. FOSTER AVE.,60656
T5300,5300,REYES CAB COMPANY,3351 W. ADDISON ST.,60618
T943,943,NECT 37 LLC,6500 N. WESTERN AVE.,60645
T246,246,GALA CAB CORP.,2617 S. WABASH AVE.,60616
T1741,1741,PECONIC TAXI LLC,4536 N. ELSTON AVE.,60630
T593,593,SLSJETS III CAB CORP.,2617 S. WABASH AVE.,60616
T6502,6502,"CHICAGO POLO XVII, INC",2617 S. WABASH AVE.,60616
T1040,1040,BRANDON INC.,4118 W. LAWRENCE AVE.,60630
T1980,1980,LIMRA AZEX INC,6340 N. BELL AVE.,60659
T5260,5260,WHITE ROSE CHICAGO CORP,4626 W. CORNELIA AVE.,60641
T3484,3484,DEVINDER S. RANGI INC,3351 W. ADDISON ST.,60618
T6311,6311,S. F. Y. CAB CORP.,4118 W. LAWRENCE AVE.,60630
T3892,3892,CHIMTAL INC.,9696 W. FOSTER AVE.,60656
T5064,5064,ALEX B CAB CORP,4626 W. CORNELIA AVE.,60641
T112,112,MCCAB XIV CORP.,4626 W. CORNELIA AVE.,60641
T6402,6402,MASSEW CORP,2601 W. PETERSON AVE.,60659
T2837,2837,"WALTER TRANS, INC.",2601 W. PETERSON AVE.,60659
T2330,2330,MR. TAXI INC.,3351 W. ADDISON ST.,60618
T3959,3959,J K T CAB CO,4020 W. GLENLAKE AVE.,60646
T2118,2118,LUCKY TAXICAB INC,6550 N. CLARK ST.,60626
T809,809,J K TAXICAB INC,9696 W. FOSTER AVE.,60656
T5861,5861,LUCKY SEVEN CHICAGO THREE INC.,2617 S. WABASH AVE.,60616
T2412,2412,MALIK ENTERPRISES INC,2601 W. PETERSON AVE.,60659
T94,94,RO. TAXI CORP.,535 N. MICHIGAN AVE.,60611
T959,959,HANSI CAN CO,4626 W. CORNELIA AVE.,60641
T5205,5205,CHEVY CORPORATION,3351 W. ADDISON ST.,60618
T2130,2130,SIAM INCORPORATED I,6550 N. CLARK ST.,60626
T5404,5404,STGERI CAB CORP,9696 W. FOSTER AVE.,60656
T2187,2187,VEE-DOR CAB CO.,9696 W. FOSTER AVE.,60656
T2067,2067,HADEEL TRANS INC,4626 W. CORNELIA AVE.,60641
T2072,2072,ADEBAYO FALETI,2738 W. FULTON ST.,60612
T3863,3863,SCORPION CAB CO.,2617 S. WABASH AVE.,60616
T6520,6520,S K OHAMS LLC,2532 W. WARREN BLVD.,60612
T96,96,NECT 11 LLC,6500 N. WESTERN AVE.,60645
T5834,5834,RIVERSIDE CAB CORP,9696 W. FOSTER AVE.,60656
T4643,4643,WESTERN CAB CO,3351 W. ADDISON ST.,60618
T441,441,PETANI CAB CORP,2945 W. PETERSON AVE.,60659
T1157,1157,BLACK TAXI INC,2601 W. PETERSON AVE.,60659
T6907,6907,CITY TAXI INC.,4536 N. ELSTON AVE.,60630
T3061,3061,SUKHI ENTERPRISES INC.,3351 W. ADDISON ST.,60618
T828,828,BARSHAY CAB CORP,9696 W. FOSTER AVE.,60656
T6097,6097,KWASEPO EXPRESS INC,3351 W. ADDISON ST.,60618
T3342,3342,SANTORINI SIX CAB CORP.,4536 N. ELSTON AVE.,60630
T1132,1132,"AR & SONS, INC.",3351 W. ADDISON ST.,60618
T5383,5383,MNMS & EB CORP,6550 N. CLARK ST.,60626
T2032,2032,NECT 48 LLC,6500 N. WESTERN AVE.,60645
T1144,1144,ALAN M PORETT,2757 N. PINE GROVE AVE.,60614
T6212,6212,MUNICH TAXI LLC,4536 N. ELSTON AVE.,60630
T5814,5814,PERSISTENCE TAXI LLC,4536 N. ELSTON AVE.,60630
T3420,3420,COONS CAB CO,8001 S. DR MARTIN LUTHER KING JR DR.,60619
T4965,4965,BENGAL CAB CORPORATION,4118 W. LAWRENCE AVE.,60630
T4996,4996,AJKLSG & B.D. CORP. INC.,4626 W. CORNELIA AVE.,60641
T6022,6022,ONE & ONLY TAXI SERVICE INC,3351 W. ADDISON ST.,60618
T4093,4093,PADI INC,3351 W. ADDISON ST.,60618
T1396,1396,ALHAMDULILLAH INC.,3351 W. ADDISON ST.,60618
T4003,4003,GURU 1313 INC,2532 W. WARREN BLVD.,60612
T2894,2894,IMC CAB CORP,3351 W. ADDISON ST.,60618
T810,810,CREATION CAB INC,4626 W. CORNELIA AVE.,60641
T2139,2139,CHICAB ONE INC,4020 W. GLENLAKE AVE.,60646
T784,784,GREEN EYES CAB CORP.,2617 S. WABASH AVE.,60616
T6181,6181,6181 INC,3351 W. ADDISON ST.,60618
T520,520,PETE TAXI COMPANY,3351 W. ADDISON ST.,60618
T2189,2189,ROADWAY INC,4118 W. LAWRENCE AVE.,60630
T1405,1405,ANAM ENTERPRISES INC,9696 W. FOSTER AVE.,60656
T313,313,IL 10 CORP,3801 N. ELSTON AVE.,60618
T1957,1957,TAXALE TAXI INC,2617 S. WABASH AVE.,60616
T5619,5619,MYSTIC ROOTS INC.,1060 E. 41ST ST.,60653
T3967,3967,CANICE INC,3351 W. ADDISON ST.,60618
T2790,2790,RANGI CAB CO,3351 W. ADDISON ST.,60618
T360,360,IL 11 CORP,220 N. LAFLIN ST.,60607
T6185,6185,BIG APPLE CAB TWO CO,3351 W. ADDISON ST.,60618
T6650,6650,RAPHEW AZEEZ,3516 W. 76TH ST.,60652
T3769,3769,CHARAFI TRANS INC,4315 N. KEYSTONE AVE.,60641
T3629,3629,MARO CAB CO,9696 W. FOSTER AVE.,60656
T5754,5754,UBI ES MAI INC,9696 W. FOSTER AVE.,60656
T4248,4248,IMC CAB CORP,3351 W. ADDISON ST.,60618
T2418,2418,"TAXI MEDALLION GROUP, LLC - SERIES I",4175 N. ELSTON AVE.,60618
T5436,5436,KENDOSKI GLOBAL LLC,820 W. BELLE PLAINE AVE.,60613
T5674,5674,QT&Q INC,4118 W. LAWRENCE AVE.,60630
T1731,1731,KPOOKEKE  INC,3351 W. ADDISON ST.,60618
T3843,3843,SKY TAXI INC,4626 W. CORNELIA AVE.,60641
T5469,5469,JEJU CAB CO.,4020 W. GLENLAKE AVE.,60646
T3963,3963,WANE TRANS INC,2601 W. PETERSON AVE.,60659
T840,840,HUDSON CAB CORP.,4536 N. ELSTON AVE.,60630
T3990,3990,AXUM CORP,4626 W. CORNELIA AVE.,60641
T1536,1536,W TAXI INC.,3351 W. ADDISON ST.,60618
T6810,6810,POKU TAXI CORP,6329 S. LOWE AVE.,60621
T471,471,MUSA CAB LLC,9696 W. FOSTER AVE.,60656
T3202,3202,TRAVELERS CAB COMPANY,4020 W. GLENLAKE AVE.,60646
T6065,6065,SNOWBLIND CAB CORP,2617 S. WABASH AVE.,60616
T4597,4597,R K TAXI CORP,9696 W. FOSTER AVE.,60656
T3240,3240,"TEDROS FAMILY, INC.",2065 W. FARWELL AVE.,60645
T5905,5905,OLYMPIA CAB CO,9696 W. FOSTER AVE.,60656
T1327,1327,GOOD CAB CORP.,4536 N. ELSTON AVE.,60630
T6794,6794,"CHICAGO POLO XVI, INC",2617 S. WABASH AVE.,60616
T695,695,TALAL TRANS INC,5716 W. MONTROSE AVE.,60634
T4168,4168,E & B EXPRESS CORP.,8001 S. DR MARTIN LUTHER KING JR DR.,60619
T3400,3400,3400 CAB CORP.,2601 W. PETERSON AVE.,60659
T2884,2884,SKY TAXI INC,4626 W. CORNELIA AVE.,60641
T1775,1775,JULY CAB CORP.,2617 S. WABASH AVE.,60616
T6006,6006,6006 TAXI INC,6558 N. WASHTENAW AVE.,60645
T3466,3466,KARACHI COLOR CORP,2601 W. PETERSON AVE.,60659
T3981,3981,BOULEVARD CORP,3801 N. ELSTON AVE.,60618
T2285,2285,S & A TRANSPORTATION,4118 W. LAWRENCE AVE.,60630
T417,417,PORTO ALEGRE TAXI CO,1709 N. NORMANDY AVE.,60707
T2315,2315,MADJID R. GARIBI,8619 W. SUMMERDALE AVE.,60656
T978,978,CASABLANCA CORPORATION,3351 W. ADDISON ST.,60618
T1210,1210,AL RABEA CORP,3351 W. ADDISON ST.,60618
T724,724,DANIELLA CAB CORP.,2617 S. WABASH AVE.,60616
T5281,5281,BAHAYLAY INC,6101 N. PAULINA ST.,60660
T6214,6214,"CHICAGO POLO XVII, INC",2617 S. WABASH AVE.,60616
T1545,1545,MARCO CAB CO,2028 W. CONCORD PL.,60647
T3529,3529,SABCA CAB CORP.,2532 W. WARREN BLVD.,60612
T4671,4671,I & F CAB CO.,4020 W. GLENLAKE AVE.,60646
T4563,4563,MALWA EXPRESS INC,4118 W. LAWRENCE AVE.,60630
T6302,6302,PETERSON CAB CO INC,3351 W. ADDISON ST.,60618
T1331,1331,NEW AMSTERDAM LEASING CORP.,3351 W. ADDISON ST.,60618
T6744,6744,EATD CORP.,5416 N. BROADWAY,60640
T927,927,MEDALLION FUNDING CHICAGO CORP IV,4536 N. ELSTON AVE.,60630
T3660,3660,SURINA CAB CO,9696 W. FOSTER AVE.,60656
T2125,2125,"GHANATTA ENTERPRISE COMPANY, INC.",2601 W. PETERSON AVE.,60659
T726,726,SKYWARD CAB INC.,3351 W. ADDISON ST.,60618
T3628,3628,METRO GLOBAL INC,2945 W. PETERSON AVE.,60659
T5908,5908,NAYAAB I CORP,9696 W. FOSTER AVE.,60656
T6291,6291,SCORPION CAB CO.,2617 S. WABASH AVE.,60616
T3490,3490,SEVEN STAR RIDER CORPORATION,9696 W. FOSTER AVE.,60656
T3776,3776,ALEEM TRANS INC,2601 W. PETERSON AVE.,60659
T6490,6490,ARMITAGE TAXI LLC,4536 N. ELSTON AVE.,60630
T5276,5276,IMC CAB CORP,3351 W. ADDISON ST.,60618
T6647,6647,R & J CAB CO,9696 W. FOSTER AVE.,60656
T763,763,SKYVIEW CAB CORP.,3351 W. ADDISON ST.,60618
T4751,4751,CHICAGO MEDALLION TEN LLC,9696 W. FOSTER AVE.,60656
T4820,4820,TAXI MEDALLION GROUP LLC SERIES 28,3351 W. ADDISON ST.,60618
T2411,2411,BAZZI CAB COMPANY,2601 W. PETERSON AVE.,60659
T6535,6535,SARIMAAYAN CORP,2532 W. WARREN BLVD.,60612
T5417,5417,KAPO TAXI CORP,2601 W. PETERSON AVE.,60659
T2733,2733,BENNY D. JONA,1751 W. HOWARD ST.,60626
T5662,5662,RAHWA & BROS. CAB CO,2601 W. PETERSON AVE.,60659
T1439,1439,J.M. CAB CO.,3351 W. ADDISON ST.,60618
T4601,4601,MOISTURE II HACKING CORP.,2617 S. WABASH AVE.,60616
T4154,4154,ILYAS & SONS,4118 W. LAWRENCE AVE.,60630
T4843,4843,WESTERN CAB CO,3351 W. ADDISON ST.,60618
T4361,4361,MITTY TWO INC.,6550 N. CLARK ST.,60626
T5137,5137,ANTECARF INC,4020 W. GLENLAKE AVE.,60646
T4808,4808,BHA TAXI CORP,4118 W. LAWRENCE AVE.,60630
T2570,2570,DABAT CAB CO,6550 N. CLARK ST.,60626
T3949,3949,AL-MEDINA ENTERPRISES INC.,3351 W. ADDISON,60618
T2113,2113,BROWN EYES CAB CORP.,2617 S. WABASH AVE.,60616
T464,464,MALTA CAB CORP,2945 W. PETERSON AVE.,60659
T5540,5540,BH & BH CORP.,2453 W. PRATT BLVD.,60645
T3099,3099,BIG CITY TAXI CORP.,4536 N. ELSTON AVE.,60630
T5398,5398,MEGASIS UNIVERSAL COMPANY INC,2601 W. PETERSON AVE.,60659
T3578,3578,TURKMEN TRANS INC.,4118 W. LAWRENCE AVE.,60630
T1956,1956,BOULEVARD 2 CORP,3801 N. ELSTON AVE.,60618
T5966,5966,RIDEWAY CAB CO,4020 W. GLENLAKE AVE.,60646
T4762,4762,IYASSU INC,6550 N. CLARK ST.,60626
T6244,6244,ABRAHAM CORP,6550 N. CLARK ST.,60626
T5173,5173,BENNANI TRANS INC,2601 W. PETERSON AVE.,60659
T5988,5988,CHATHA ENTERPRISES INC,4626 W. CORNELIA AVE.,60641
T4865,4865,IGBINOGHODUA J EDOMWONYI,6550 N. CLARK ST.,60626
T481,481,CHICAGO SEVEN INC,2617 S. WABASH AVE.,60616
T2999,2999,AMRO H INC,9696 W. FOSTER AVE.,60656
T4995,4995,SLSJETS II CAB CORP.,2617 S. WABASH AVE.,60616
T1925,1925,ACCORD CAB COMPANY LLC,810 W. GRACE ST.,60613
T235,235,BABY CAB CORP.,2617 S. WABASH AVE.,60616
T734,734,TAGRO EXPRESS INC,7246 N. CALIFORNIA AVE.,60645
T4855,4855,HAMIT ZANI CORP,2601 W. PETERSON AVE.,60659
T6950,6950,"CHIDUBEM, INC.",3351 W. ADDISON ST.,60618
T2605,2605,ABEBE CORP,2601 W. PETERSON AVE.,60659
T3668,3668,SHARFI CORP.,3351 W. ADDISON ST.,60618
T3936,3936,SAHOTA CAB CO,4020 W. GLENLAKE AVE.,60646
T6200,6200,CHOICE ENTERPRISE INC.,6550 N. CLARK AVE.,60626
T3026,3026,"SALLBEG, INC.",2601 W. PETERSON AVE.,60659
T2562,2562,MICHIGAN AVE CAB LLC,4536 N. ELSTON AVE.,60630
T1715,1715,ETHIO TAXI INC,6550 N. CLARK ST.,60626
T1314,1314,AL-MEDINA ENTERPRISES INC.,3351 W. ADDISON,60618
T243,243,TAXI OUT CAB CO,3351 W. ADDISON ST.,60618
T2927,2927,GO CAB INC.,4020 W. GLENLAKE AVE.,60646
T2267,2267,BELLE PLAINE CAB CO,2601 W. PETERSON AVE.,60659
T3417,3417,OCTAVIA CAB CORP,3351 W. ADDISON ST.,60618
T6346,6346,TALOS CHICAGO INC.,3351 W. ADDISON ST.,60618
T6081,6081,IDEAL CAB COMPANY,4020 W. GLENLAKE AVE.,60646
T2846,2846,"BAHMAN CAB CO., INC.",3351 W. ADDISON ST.,60618
T6533,6533,ADEM DULIMAN,2211 W. TOUHY AVE.,60645
T570,570,ZAKARNEH CAB CORP,4118 W. LAWRENCE AVE.,60630
T3478,3478,AGAPH CAB CORP,2945 W. PETERSON AVE.,60659
T5508,5508,"HEART 7, INC",9696 W. FOSTER AVE.,60656
T5714,5714,GREENVALE TAXI LLC,4536 N. ELSTON AVE.,60630
T3677,3677,BO & PV CORP,4020 W. GLENLAKE AVE.,60646
T6912,6912,A M EXPRESS CAB CO.,3351 W. ADDISON ST.,60618
T6730,6730,ANTIPAROS CAB CORP,2945 W. PETERSON AVE.,60659
T1566,1566,RAINSTORM II HACKING CORP.,2617 S. WABASH AVE.,60616
T6243,6243,MEREBU INC,6550 N. CLARK ST.,60626
T2259,2259,"SHAPIRTA 1, CORP.",2601 W. PETERSON AVE.,60659
T606,606,SLSJETS III CAB CORP.,2617 S. WABASH AVE.,60616
T1701,1701,REHOBOTH INC.,5841 N. WINTHROP AVE.,60660
T1211,1211,YC20 LLC,3351 W. ADDISON ST.,60618
T3485,3485,SHAGAMITE INC,10357 S. HALE AVE.,60643
T2685,2685,Z & M RIDE INC,9696 W. FOSTER AVE.,60656
T2387,2387,STEFANIE AND AUDREY CAB CORP.,9696 W. FOSTER AVE.,60656
T357,357,MCCAB XIV CORP.,4626 W. CORNELIA AVE.,60641
T6523,6523,BAHABLA CORP,6550 N. CLARK ST.,60626
T6313,6313,ADRIAN INC.,6500 N. WESTERN AVE.,60645
T1,1,YC1 LLC,3351 W. ADDISON ST.,60618
T167,167,MCCAB VI CORP.,4626 W. CORNELIA AVE.,60641
T4638,4638,"RONEK, INC.",2601 W. PETERSON AVE.,60659
T2888,2888,"LINCOLNSHIRE SERVICE II, CORP.",3801 N. ELSTON AVE.,60618
T85,85,ADINA TAXI INC.,4020 W. GLENLAKE AVE.,60646
T3862,3862,IL 4 CORP.,3801 N. ELSTON AVE.,60618
T5096,5096,FOUR M EXPRESS INC,9696 W. FOSTER AVE.,60656
T2194,2194,ANY CAB TWO CORP.,4536 N. ELSTON AVE.,60630
T6126,6126,AMEL CHICAGO INC,3351 W. ADDISON ST.,60618
T1817,1817,CHICAGO SEVEN INC,2617 S. WABASH AVE.,60616
T2216,2216,VISTA CAB CO,2601 W. PETERSON AVE.,60659
T181,181,MAVANI'S CAB CORP.,2601 W. PETERSON AVE.,60659
T4246,4246,SLSJETS I CAB CORP.,2617 S. WABASH AVE.,60616
T1614,1614,OIA CAB CORP.,4536 N. ELSTON AVE.,60630
T1726,1726,ALBERT B ABRAHIM,9696 W. FOSTER AVE.,60656
T2646,2646,LUCKY 7 CAB COMPANY,1834 N. DAMEN AVE.,60647
T225,225,MIR EXPRESS INC,3351 W. ADDISON ST.,60618
T5257,5257,BLUE NILES CAB CO,4626 W. CORNELIA AVE.,60641
T6398,6398,YAAH CAB CO,3351 W. ADDISON ST.,60618
T1151,1151,METRO GLOBAL INC,2945 W. PETERSON AVE.,60659
T3547,3547,RED SEA CAB CO.,4626 W. CORNELIA AVE.,60641
T2524,2524,P T K CAB CO,9696 W. FOSTER AVE.,60656
T2696,2696,J & I CAB CORP,2617 S. WABASH AVE.,60616
